Date Time,Air Temperature,Water Level,Water Level Sigma,Wind Speed,Wind Direction,Wind Gust
2020-03-30 02:24:00,71.8,1.388,0.023,14.77,45.00,17.11
2020-03-30 02:30:00,71.6,1.345,0.036,14.77,44.00,16.33
2020-03-30 02:36:00,71.8,1.312,0.039,13.41,44.00,15.75
2020-03-30 02:42:00,71.6,1.385,0.069,15.16,43.00,16.33
2020-03-30 02:48:00,71.6,1.394,0.049,14.77,42.00,17.30
2020-03-30 02:54:00,71.6,1.358,0.052,14.77,43.00,16.13
2020-03-30 03:00:00,71.8,1.332,0.049,14.97,48.00,17.30
2020-03-30 03:06:00,71.8,1.293,0.043,13.41,45.00,16.52
2020-03-30 03:12:00,71.8,1.257,0.039,13.80,43.00,15.55
2020-03-30 03:18:00,71.8,1.263,0.039,13.80,44.00,15.75
2020-03-30 03:24:00,71.8,1.175,0.036,14.77,45.00,16.13
2020-03-30 03:30:00,71.8,1.194,0.056,14.00,48.00,15.75
2020-03-30 03:36:00,71.8,1.158,0.072,12.44,46.00,15.36
2020-03-30 03:42:00,71.8,1.234,0.046,12.63,47.00,14.19
2020-03-30 03:48:00,72.0,1.227,0.046,12.05,50.00,14.38
2020-03-30 03:54:00,72.0,1.138,0.043,12.83,46.00,15.16
2020-03-30 04:00:00,72.0,1.115,0.056,12.25,48.00,13.80
2020-03-30 04:06:00,72.0,1.112,0.036,12.25,50.00,14.00
2020-03-30 04:12:00,72.1,1.135,0.033,12.44,46.00,14.00
2020-03-30 04:18:00,72.1,1.122,0.046,12.83,48.00,15.55
2020-03-30 04:24:00,72.1,1.099,0.062,12.63,50.00,14.19
2020-03-30 04:30:00,72.3,1.099,0.036,12.63,49.00,14.58
2020-03-30 04:36:00,72.3,1.112,0.056,13.61,54.00,15.75
2020-03-30 04:42:00,72.3,1.056,0.046,14.38,52.00,16.33
2020-03-30 04:48:00,72.3,1.102,0.043,14.00,52.00,16.13
2020-03-30 04:54:00,72.5,1.066,0.030,13.22,50.00,15.16
2020-03-30 05:00:00,72.5,1.007,0.036,13.41,48.00,14.77
2020-03-30 05:06:00,72.5,0.968,0.062,14.77,51.00,15.75
2020-03-30 05:12:00,72.5,0.958,0.072,15.16,51.00,17.49
2020-03-30 05:18:00,72.5,0.961,0.049,14.19,50.00,15.94
2020-03-30 05:24:00,72.5,0.955,0.033,13.02,50.00,15.16
2020-03-30 05:30:00,72.5,0.942,0.046,13.61,51.00,14.97
2020-03-30 05:36:00,72.5,1.020,0.026,13.02,55.00,15.16
2020-03-30 05:42:00,72.5,0.981,0.036,13.61,57.00,14.58
2020-03-30 05:48:00,72.5,1.043,0.036,13.41,57.00,15.16
2020-03-30 05:54:00,72.5,0.955,0.062,13.22,59.00,14.77
2020-03-30 06:00:00,72.5,0.974,0.030,13.22,63.00,14.38
2020-03-30 06:06:00,72.7,0.968,0.049,12.63,66.00,15.16
2020-03-30 06:12:00,72.7,1.047,0.046,13.02,66.00,14.58
2020-03-30 06:18:00,72.7,1.063,0.066,13.22,65.00,14.97
2020-03-30 06:24:00,72.7,0.948,0.072,12.05,66.00,14.38
2020-03-30 06:30:00,72.7,1.043,0.069,12.05,68.00,14.00
2020-03-30 06:36:00,72.7,1.010,0.043,12.25,70.00,13.80
2020-03-30 06:42:00,72.7,1.076,0.039,11.47,72.00,13.02
2020-03-30 06:48:00,72.7,1.040,0.043,12.25,76.00,13.41
2020-03-30 06:54:00,72.7,1.096,0.036,11.47,76.00,13.22
2020-03-30 07:00:00,72.9,1.070,0.056,12.63,80.00,14.19
2020-03-30 07:06:00,72.9,1.109,0.036,13.61,80.00,15.36
2020-03-30 07:12:00,72.9,1.184,0.043,13.61,79.00,15.75
2020-03-30 07:18:00,72.9,1.234,0.036,13.41,81.00,15.36
2020-03-30 07:24:00,72.7,1.316,0.046,13.61,77.00,15.55
2020-03-30 07:30:00,72.9,1.371,0.052,13.22,79.00,14.97
2020-03-30 07:36:00,72.9,1.362,0.036,11.47,73.00,14.38
2020-03-30 07:42:00,72.9,1.335,0.046,10.89,70.00,13.02
2020-03-30 07:48:00,73.0,1.322,0.043,12.83,73.00,14.58
2020-03-30 07:54:00,73.0,1.348,0.046,13.02,77.00,14.38
2020-03-30 08:00:00,73.0,1.404,0.056,12.63,76.00,14.19
2020-03-30 08:06:00,73.0,1.388,0.056,13.02,81.00,14.77
2020-03-30 08:12:00,73.0,1.398,0.033,13.22,79.00,14.77
2020-03-30 08:18:00,73.0,1.381,0.030,13.02,73.00,14.77
2020-03-30 08:24:00,73.0,1.401,0.030,11.47,71.00,14.00
2020-03-30 08:30:00,73.0,1.447,0.030,12.05,71.00,13.02
2020-03-30 08:36:00,73.2,1.512,0.046,13.22,71.00,14.19
2020-03-30 08:42:00,73.0,1.483,0.043,11.66,69.00,13.22
2020-03-30 08:48:00,73.0,1.483,0.033,11.08,65.00,12.44
2020-03-30 08:54:00,73.0,1.552,0.033,11.27,65.00,12.25
2020-03-30 09:00:00,73.2,1.519,0.052,10.50,59.00,12.05
2020-03-30 09:06:00,73.0,1.585,0.052,9.33,60.00,10.50
2020-03-30 09:12:00,73.0,1.604,0.036,11.08,58.00,11.86
2020-03-30 09:18:00,73.0,1.644,0.056,10.30,58.00,11.66
2020-03-30 09:24:00,73.0,1.624,0.030,8.94,63.00,10.69
2020-03-30 09:30:00,73.2,1.663,0.036,10.89,67.00,11.66
2020-03-30 09:36:00,73.2,1.634,0.066,9.91,64.00,12.05
2020-03-30 09:42:00,73.2,1.663,0.036,9.52,66.00,11.08
2020-03-30 09:48:00,73.4,1.762,0.046,9.14,72.00,10.30
2020-03-30 09:54:00,73.2,1.785,0.046,8.94,75.00,10.11
2020-03-30 10:00:00,73.4,1.722,0.043,9.52,78.00,11.27
2020-03-30 10:06:00,73.2,1.759,0.056,9.33,69.00,10.11
2020-03-30 10:12:00,73.0,1.821,0.030,9.91,69.00,10.69
2020-03-30 10:18:00,73.0,1.781,0.052,9.91,71.00,10.50
2020-03-30 10:24:00,73.0,1.837,0.036,9.33,73.00,10.50
2020-03-30 10:30:00,73.0,1.877,0.033,9.33,75.00,9.91
2020-03-30 10:36:00,72.9,1.870,0.039,8.55,71.00,9.91
2020-03-30 10:42:00,72.9,1.988,0.049,8.75,74.00,10.11
2020-03-30 10:48:00,72.9,2.106,0.026,9.33,75.00,10.30
2020-03-30 10:54:00,72.9,2.100,0.043,9.52,78.00,10.30
2020-03-30 11:00:00,73.2,2.087,0.043,8.94,81.00,10.69
2020-03-30 11:06:00,73.0,2.185,0.036,8.75,77.00,10.30
2020-03-30 11:12:00,72.9,2.182,0.033,8.55,77.00,9.33
2020-03-30 11:18:00,72.9,2.142,0.036,7.97,75.00,8.75
2020-03-30 11:24:00,72.9,2.119,0.046,7.78,80.00,8.36
2020-03-30 11:30:00,72.9,2.156,0.023,7.00,81.00,8.16
2020-03-30 11:36:00,72.9,2.188,0.033,5.83,71.00,7.39
2020-03-30 11:42:00,72.7,2.208,0.026,5.83,67.00,6.41
2020-03-30 11:48:00,72.9,2.257,0.059,6.22,73.00,7.00
2020-03-30 11:54:00,72.9,2.310,0.039,6.80,77.00,7.19
2020-03-30 12:00:00,72.9,2.228,0.046,6.41,76.00,7.78
2020-03-30 12:06:00,72.9,2.290,0.046,6.03,77.00,6.61
2020-03-30 12:12:00,72.9,2.336,0.046,6.22,82.00,6.80
2020-03-30 12:18:00,72.7,2.313,0.039,5.64,85.00,6.61
2020-03-30 12:24:00,72.7,2.362,0.036,5.05,91.00,5.64
2020-03-30 12:30:00,72.9,2.395,0.039,4.86,90.00,5.44
2020-03-30 12:36:00,72.9,2.352,0.039,6.03,89.00,6.61
2020-03-30 12:42:00,72.7,2.310,0.026,6.22,89.00,7.00
2020-03-30 12:48:00,72.7,2.297,0.026,6.41,90.00,6.80
2020-03-30 12:54:00,72.7,2.313,0.036,6.41,86.00,7.19
2020-03-30 13:00:00,72.7,2.359,0.056,7.00,83.00,7.39
2020-03-30 13:06:00,72.7,2.392,0.036,6.80,86.00,7.58
2020-03-30 13:12:00,72.7,2.451,0.026,6.22,81.00,7.39
2020-03-30 13:18:00,72.7,2.490,0.030,6.22,86.00,6.80
2020-03-30 13:24:00,72.9,2.523,0.052,6.03,86.00,6.80
2020-03-30 13:30:00,72.9,2.480,0.026,5.64,87.00,6.22
2020-03-30 13:36:00,72.9,2.592,0.026,6.61,90.00,7.39
2020-03-30 13:42:00,72.9,2.562,0.056,6.03,89.00,7.39
2020-03-30 13:48:00,72.9,2.523,0.043,5.64,88.00,6.41
2020-03-30 13:54:00,72.9,2.572,0.039,5.44,92.00,7.00
2020-03-30 14:00:00,73.0,2.559,0.059,5.25,90.00,6.41
2020-03-30 14:06:00,73.0,2.589,0.030,5.64,90.00,6.61
2020-03-30 14:12:00,73.2,2.612,0.023,6.61,90.00,7.39
2020-03-30 14:18:00,73.2,2.618,0.039,6.41,91.00,7.58
2020-03-30 14:24:00,73.4,2.654,0.033,7.00,102.00,7.97
2020-03-30 14:30:00,73.4,2.644,0.016,9.52,108.00,10.89
2020-03-30 14:36:00,73.2,2.703,0.039,10.50,107.00,11.66
2020-03-30 14:42:00,73.6,2.690,0.016,10.11,110.00,11.47
2020-03-30 14:48:00,73.6,2.713,0.030,11.08,112.00,12.05
2020-03-30 14:54:00,73.8,2.700,0.026,11.47,115.00,12.83
2020-03-30 15:00:00,73.6,2.723,0.030,12.05,111.00,13.02
2020-03-30 15:06:00,73.6,2.717,0.039,10.89,113.00,12.83
2020-03-30 15:12:00,73.6,2.733,0.026,10.69,119.00,13.02
2020-03-30 15:18:00,73.6,2.667,0.020,10.50,123.00,11.66
2020-03-30 15:24:00,73.6,2.631,0.026,10.30,121.00,11.86
2020-03-30 15:30:00,73.8,2.579,0.036,9.91,114.00,11.27
2020-03-30 15:36:00,74.1,2.569,0.030,9.52,116.00,11.27
2020-03-30 15:42:00,74.3,2.559,0.049,8.94,115.00,10.11
2020-03-30 15:48:00,74.5,2.549,0.043,7.97,111.00,9.91
2020-03-30 15:54:00,74.7,2.579,0.043,9.33,114.00,10.30
2020-03-30 16:00:00,74.8,2.575,0.023,10.11,113.00,11.27
2020-03-30 16:06:00,75.0,2.533,0.013,10.69,108.00,12.05
2020-03-30 16:12:00,74.8,2.605,0.030,11.66,108.00,12.83
2020-03-30 16:18:00,74.8,2.513,0.023,11.08,109.00,12.63
2020-03-30 16:24:00,75.2,2.431,0.026,10.89,109.00,12.25
2020-03-30 16:30:00,75.2,2.470,0.039,11.08,107.00,12.63
2020-03-30 16:36:00,75.0,2.516,0.030,11.27,107.00,12.25
2020-03-30 16:42:00,75.2,2.520,0.033,11.47,103.00,12.63
2020-03-30 16:48:00,75.4,2.470,0.020,11.27,109.00,12.83
2020-03-30 16:54:00,75.6,2.441,0.030,10.89,104.00,12.05
2020-03-30 17:00:00,76.1,2.543,0.046,10.30,105.00,11.86
2020-03-30 17:06:00,76.1,2.513,0.026,10.89,105.00,12.44
2020-03-30 17:12:00,75.9,2.497,0.030,12.25,105.00,13.61
2020-03-30 17:18:00,75.9,2.516,0.030,10.69,109.00,13.41
2020-03-30 17:24:00,75.9,2.497,0.039,11.27,110.00,12.44
2020-03-30 17:30:00,75.9,2.490,0.043,12.25,103.00,13.41
2020-03-30 17:36:00,76.5,2.493,0.030,10.69,106.00,13.41
2020-03-30 17:42:00,76.6,2.493,0.030,11.27,109.00,12.44
2020-03-30 17:48:00,76.6,2.425,0.023,11.86,110.00,13.02
2020-03-30 17:54:00,76.6,2.418,0.039,10.89,110.00,12.63
2020-03-30 18:00:00,76.5,2.392,0.033,11.08,111.00,12.44
2020-03-30 18:06:00,76.6,2.365,0.033,10.69,114.00,13.02
2020-03-30 18:12:00,76.3,2.365,0.030,11.47,118.00,13.02
2020-03-30 18:18:00,76.5,2.382,0.036,11.86,118.00,13.22
2020-03-30 18:24:00,76.8,2.418,0.016,11.27,123.00,13.02
2020-03-30 18:30:00,76.8,2.398,0.020,10.50,118.00,11.66
2020-03-30 18:36:00,76.6,2.395,0.036,9.91,120.00,11.86
2020-03-30 18:42:00,76.6,2.398,0.016,10.30,120.00,11.08
2020-03-30 18:48:00,76.3,2.339,0.033,10.89,121.00,12.44
2020-03-30 18:54:00,76.1,2.329,0.030,11.47,118.00,12.44
2020-03-30 19:00:00,75.7,2.280,0.030,11.27,124.00,12.63
2020-03-30 19:06:00,75.7,2.270,0.030,9.14,133.00,10.69
2020-03-30 19:12:00,75.7,2.320,0.030,9.52,137.00,10.50
2020-03-30 19:18:00,75.7,2.290,0.030,10.50,126.00,11.47
2020-03-30 19:24:00,76.3,2.234,0.033,10.69,120.00,12.44
2020-03-30 19:30:00,76.5,2.241,0.043,11.27,117.00,12.44
2020-03-30 19:36:00,76.8,2.231,0.026,12.05,116.00,13.22
2020-03-30 19:42:00,76.6,2.241,0.046,12.63,114.00,14.58
2020-03-30 19:48:00,76.6,2.182,0.043,13.02,112.00,14.97
2020-03-30 19:54:00,76.6,2.116,0.030,14.00,113.00,15.94
2020-03-30 20:00:00,76.6,2.110,0.043,14.19,111.00,15.94
2020-03-30 20:06:00,76.6,2.126,0.036,14.19,112.00,16.13
2020-03-30 20:12:00,76.6,2.156,0.036,14.77,108.00,15.94
2020-03-30 20:18:00,76.5,2.103,0.056,14.97,108.00,17.30
2020-03-30 20:24:00,76.6,2.142,0.052,16.13,109.00,17.88
2020-03-30 20:30:00,76.5,2.136,0.026,15.55,111.00,17.88
2020-03-30 20:36:00,76.3,2.126,0.023,15.36,113.00,17.69
2020-03-30 20:42:00,76.6,2.064,0.036,15.16,115.00,17.11
2020-03-30 20:48:00,76.8,2.106,0.030,14.77,112.00,17.49
2020-03-30 20:54:00,77.0,2.133,0.026,14.77,117.00,16.91
2020-03-30 21:00:00,76.8,2.077,0.030,14.77,115.00,16.91
2020-03-30 21:06:00,76.8,2.080,0.052,15.16,114.00,17.30
2020-03-30 21:12:00,76.3,2.064,0.043,13.61,117.00,16.33
2020-03-30 21:18:00,76.5,2.054,0.043,13.41,118.00,15.75
2020-03-30 21:24:00,76.5,2.060,0.033,13.02,115.00,14.77
2020-03-30 21:30:00,76.5,1.998,0.049,12.83,114.00,14.58
2020-03-30 21:36:00,76.3,1.972,0.033,13.41,111.00,14.58
2020-03-30 21:42:00,76.3,2.018,0.049,13.41,112.00,14.97
2020-03-30 21:48:00,76.5,1.988,0.030,13.41,114.00,14.58
2020-03-30 21:54:00,76.5,1.955,0.046,13.80,115.00,15.16
2020-03-30 22:00:00,76.3,1.995,0.039,13.41,117.00,15.16
2020-03-30 22:06:00,75.9,2.041,0.030,14.38,117.00,15.75
2020-03-30 22:12:00,75.9,2.064,0.049,15.55,117.00,17.49
2020-03-30 22:18:00,75.7,2.034,0.036,14.77,117.00,17.11
2020-03-30 22:24:00,75.6,1.946,0.052,14.00,118.00,16.72
2020-03-30 22:30:00,75.4,1.949,0.030,14.19,118.00,16.91
2020-03-30 22:36:00,75.4,1.877,0.030,13.61,118.00,16.91
2020-03-30 22:42:00,75.4,1.880,0.030,13.22,117.00,15.55
2020-03-30 22:48:00,75.4,1.926,0.043,12.83,117.00,14.19
2020-03-30 22:54:00,75.4,1.837,0.046,13.22,117.00,15.16
2020-03-30 23:00:00,75.2,1.824,0.033,12.25,119.00,13.61
2020-03-30 23:06:00,75.2,1.811,0.039,13.02,120.00,14.77
2020-03-30 23:12:00,75.0,1.811,0.020,13.22,120.00,14.77
2020-03-30 23:18:00,75.0,1.795,0.036,14.19,121.00,15.36
2020-03-30 23:24:00,74.8,1.739,0.030,14.58,121.00,15.75
2020-03-30 23:30:00,74.8,1.709,0.049,15.55,120.00,17.30
2020-03-30 23:36:00,74.8,1.736,0.049,14.58,119.00,17.49
2020-03-30 23:42:00,74.7,1.745,0.030,13.80,120.00,16.13
2020-03-30 23:48:00,74.7,1.696,0.036,13.80,118.00,15.16
2020-03-30 23:54:00,74.7,1.709,0.030,11.27,121.00,14.77
2020-03-31 00:00:00,74.5,1.686,0.036,10.69,121.00,12.44
2020-03-31 00:06:00,74.5,1.690,0.030,10.50,121.00,12.25
2020-03-31 00:12:00,74.5,1.683,0.039,12.05,120.00,13.80
2020-03-31 00:18:00,74.3,1.624,0.026,10.69,125.00,14.00
2020-03-31 00:24:00,74.3,1.627,0.026,10.50,124.00,12.05
2020-03-31 00:30:00,74.3,1.594,0.033,9.33,120.00,11.27
2020-03-31 00:36:00,74.1,1.627,0.033,9.72,118.00,10.89
2020-03-31 00:42:00,74.1,1.535,0.023,8.94,119.00,10.50
2020-03-31 00:48:00,74.1,1.549,0.030,9.52,116.00,10.30
2020-03-31 00:54:00,74.1,1.457,0.030,9.91,116.00,11.08
2020-03-31 01:00:00,73.9,1.430,0.030,10.69,118.00,11.86
2020-03-31 01:06:00,73.9,1.457,0.026,10.69,116.00,11.86
2020-03-31 01:12:00,73.9,1.440,0.030,11.47,111.00,12.44
2020-03-31 01:18:00,73.9,1.463,0.026,10.89,118.00,12.44
2020-03-31 01:24:00,73.8,1.450,0.030,11.08,118.00,12.44
2020-03-31 01:30:00,73.8,1.434,0.033,12.25,116.00,13.02
2020-03-31 01:36:00,73.8,1.490,0.020,12.05,119.00,13.80
2020-03-31 01:42:00,73.8,1.447,0.033,12.25,123.00,13.80
2020-03-31 01:48:00,73.8,1.391,0.043,12.83,121.00,14.97
2020-03-31 01:54:00,73.8,1.339,0.030,13.22,119.00,14.97
2020-03-31 02:00:00,73.8,1.362,0.026,13.41,123.00,15.36
2020-03-31 02:06:00,73.8,1.283,0.033,12.83,124.00,14.97
2020-03-31 02:12:00,73.8,1.240,0.023,12.83,126.00,14.00
2020-03-31 02:18:00,73.8,1.217,0.033,13.41,129.00,15.16
2020-03-31 02:24:00,73.8,1.204,0.049,14.97,126.00,16.72
2020-03-31 02:30:00,73.8,1.161,0.030,13.80,125.00,15.94
2020-03-31 02:36:00,73.8,1.119,0.023,14.19,129.00,16.13
2020-03-31 02:42:00,73.8,1.089,0.026,14.38,133.00,16.13
2020-03-31 02:48:00,73.8,1.083,0.033,14.38,135.00,17.30
2020-03-31 02:54:00,73.8,1.083,0.026,14.38,135.00,15.94
2020-03-31 03:00:00,73.8,1.050,0.020,14.00,138.00,16.52
2020-03-31 03:06:00,73.8,1.070,0.023,13.80,136.00,15.36
2020-03-31 03:12:00,73.8,1.050,0.023,13.02,139.00,15.36
2020-03-31 03:18:00,73.8,1.024,0.033,13.02,137.00,14.77
2020-03-31 03:24:00,73.9,0.945,0.026,13.02,140.00,15.36
2020-03-31 03:30:00,73.9,0.955,0.033,14.38,137.00,16.13
2020-03-31 03:36:00,73.8,0.958,0.023,14.38,136.00,16.13
2020-03-31 03:42:00,73.8,0.892,0.020,13.02,140.00,15.55
2020-03-31 03:48:00,73.8,0.889,0.026,13.22,141.00,15.75
2020-03-31 03:54:00,73.8,0.906,0.023,13.41,141.00,14.58
2020-03-31 04:00:00,73.8,0.856,0.033,12.63,141.00,14.97
2020-03-31 04:06:00,73.8,0.853,0.030,12.05,140.00,14.00
2020-03-31 04:12:00,73.8,0.837,0.026,12.05,138.00,14.19
2020-03-31 04:18:00,73.8,0.794,0.030,12.44,140.00,14.19
2020-03-31 04:24:00,73.8,0.751,0.026,12.05,142.00,14.00
2020-03-31 04:30:00,73.8,0.791,0.023,12.05,143.00,13.41
2020-03-31 04:36:00,73.8,0.771,0.020,10.89,144.00,13.22
2020-03-31 04:42:00,73.8,0.748,0.033,10.30,139.00,12.05
2020-03-31 04:48:00,73.6,0.771,0.030,9.14,149.00,11.47
2020-03-31 04:54:00,73.6,0.751,0.036,9.52,150.00,10.50
2020-03-31 05:00:00,73.6,0.705,0.039,7.58,150.00,10.30
2020-03-31 05:06:00,73.6,0.663,0.036,7.19,160.00,7.97
2020-03-31 05:12:00,73.6,0.702,0.030,5.64,161.00,8.16
2020-03-31 05:18:00,73.6,0.682,0.016,5.64,175.00,6.61
2020-03-31 05:24:00,73.4,0.689,0.020,4.67,175.00,6.03
2020-03-31 05:30:00,73.4,0.653,0.036,4.08,175.00,5.25
2020-03-31 05:36:00,73.4,0.584,0.016,5.25,163.00,5.83
2020-03-31 05:42:00,73.2,0.558,0.023,7.00,152.00,7.58
2020-03-31 05:48:00,73.2,0.551,0.033,6.61,151.00,7.39
2020-03-31 05:54:00,73.2,0.604,0.013,5.83,156.00,6.80
2020-03-31 06:00:00,73.2,0.561,0.030,5.83,151.00,6.41
2020-03-31 06:06:00,73.2,0.558,0.036,7.39,152.00,7.78
2020-03-31 06:12:00,73.2,0.535,0.023,7.78,147.00,8.36
2020-03-31 06:18:00,73.2,0.545,0.026,7.39,143.00,8.16
2020-03-31 06:24:00,73.0,0.538,0.039,7.00,146.00,7.97
2020-03-31 06:30:00,73.0,0.545,0.023,6.61,147.00,7.97
2020-03-31 06:36:00,73.0,0.561,0.030,6.61,147.00,7.39
2020-03-31 06:42:00,73.0,0.571,0.013,6.22,149.00,7.19
2020-03-31 06:48:00,73.0,0.574,0.033,5.64,155.00,6.80
2020-03-31 06:54:00,73.0,0.528,0.020,5.25,164.00,5.64
2020-03-31 07:00:00,73.0,0.476,0.023,4.67,168.00,5.44
2020-03-31 07:06:00,72.9,0.456,0.030,4.86,168.00,5.44
2020-03-31 07:12:00,72.9,0.463,0.016,5.44,162.00,5.83
2020-03-31 07:18:00,72.9,0.453,0.023,5.25,165.00,5.83
2020-03-31 07:24:00,72.9,0.505,0.026,4.86,168.00,5.05
2020-03-31 07:30:00,72.9,0.463,0.030,5.25,164.00,5.64
2020-03-31 07:36:00,72.9,0.413,0.036,5.25,161.00,5.83
2020-03-31 07:42:00,72.9,0.489,0.030,5.83,155.00,6.22
2020-03-31 07:48:00,72.9,0.502,0.036,5.25,162.00,6.03
2020-03-31 07:54:00,72.9,0.548,0.020,4.67,173.00,5.25
2020-03-31 08:00:00,72.9,0.509,0.016,4.47,174.00,4.86
2020-03-31 08:06:00,72.9,0.512,0.016,4.86,177.00,5.25
2020-03-31 08:12:00,72.9,0.541,0.026,5.44,177.00,5.83
2020-03-31 08:18:00,72.9,0.577,0.023,5.64,178.00,6.03
2020-03-31 08:24:00,72.9,0.581,0.026,6.61,178.00,6.80
2020-03-31 08:30:00,72.9,0.587,0.030,6.22,183.00,7.00
2020-03-31 08:36:00,72.9,0.682,0.030,6.22,187.00,6.61
2020-03-31 08:42:00,72.7,0.719,0.020,4.86,180.00,6.61
2020-03-31 08:48:00,72.9,0.728,0.030,6.41,181.00,6.80
2020-03-31 08:54:00,72.9,0.741,0.023,5.83,187.00,6.41
2020-03-31 09:00:00,72.5,0.682,0.020,5.05,196.00,6.61
2020-03-31 09:06:00,71.8,0.709,0.013,4.47,195.00,5.25
2020-03-31 09:12:00,71.4,0.728,0.016,4.47,204.00,5.25
2020-03-31 09:18:00,71.2,0.814,0.026,4.67,217.00,5.44
2020-03-31 09:24:00,71.2,0.863,0.023,3.69,222.00,5.05
2020-03-31 09:30:00,71.1,0.892,0.020,3.89,223.00,4.67
2020-03-31 09:36:00,71.1,0.925,0.030,4.28,216.00,4.86
2020-03-31 09:42:00,71.2,0.997,0.026,5.25,203.00,5.83
2020-03-31 09:48:00,71.6,0.961,0.013,5.44,192.00,6.03
2020-03-31 09:54:00,71.8,1.033,0.020,4.86,190.00,6.03
2020-03-31 10:00:00,72.0,1.043,0.033,6.03,195.00,6.41
2020-03-31 10:06:00,71.8,1.063,0.026,5.25,206.00,6.03
2020-03-31 10:12:00,71.2,1.066,0.020,4.47,216.00,5.64
2020-03-31 10:18:00,70.7,1.096,0.020,3.30,230.00,5.25
2020-03-31 10:24:00,70.9,1.119,0.023,3.11,265.00,3.89
2020-03-31 10:30:00,71.2,1.145,0.016,4.47,273.00,5.25
2020-03-31 10:36:00,71.8,1.263,0.016,6.41,283.00,7.39
2020-03-31 10:42:00,71.8,1.230,0.020,4.86,276.00,7.39
2020-03-31 10:48:00,71.6,1.257,0.020,4.28,266.00,6.03
2020-03-31 10:54:00,71.2,1.312,0.016,3.50,243.00,5.05
2020-03-31 11:00:00,71.1,1.283,0.016,3.30,242.00,4.47
2020-03-31 11:06:00,70.7,1.358,0.013,3.50,216.00,4.28
2020-03-31 11:12:00,70.5,1.332,0.023,4.67,198.00,5.05
2020-03-31 11:18:00,70.3,1.368,0.020,4.28,203.00,4.86
2020-03-31 11:24:00,70.3,1.401,0.020,4.08,203.00,5.25
2020-03-31 11:30:00,70.2,1.414,0.023,2.92,218.00,3.89
2020-03-31 11:36:00,69.8,1.434,0.020,1.94,246.00,3.50
2020-03-31 11:42:00,69.8,1.555,0.020,1.75,281.00,2.72
2020-03-31 11:48:00,70.0,1.480,0.016,2.14,294.00,2.72
2020-03-31 11:54:00,70.3,1.585,0.020,3.30,283.00,4.08
2020-03-31 12:00:00,70.5,1.572,0.026,3.50,284.00,4.47
2020-03-31 12:06:00,70.7,1.578,0.020,4.08,272.00,5.25
2020-03-31 12:12:00,70.9,1.578,0.020,4.28,278.00,5.44
2020-03-31 12:18:00,70.9,1.585,0.016,4.47,283.00,5.64
2020-03-31 12:24:00,70.9,1.680,0.026,5.44,285.00,6.80
2020-03-31 12:30:00,70.9,1.699,0.020,6.22,284.00,7.78
2020-03-31 12:36:00,71.1,1.713,0.023,6.80,282.00,8.36
2020-03-31 12:42:00,71.1,1.732,0.016,6.41,279.00,8.55
2020-03-31 12:48:00,71.4,1.716,0.020,6.41,279.00,8.94
2020-03-31 12:54:00,71.6,1.752,0.010,7.78,280.00,10.30
2020-03-31 13:00:00,71.6,1.755,0.023,8.55,277.00,11.86
2020-03-31 13:06:00,71.6,1.791,0.026,7.78,284.00,10.11
2020-03-31 13:12:00,71.6,1.804,0.020,8.94,283.00,11.66
2020-03-31 13:18:00,71.8,1.867,0.023,8.36,283.00,11.27
2020-03-31 13:24:00,72.1,1.886,0.013,8.75,280.00,10.69
2020-03-31 13:30:00,72.1,1.946,0.023,9.33,282.00,10.89
2020-03-31 13:36:00,72.1,1.926,0.016,8.36,285.00,10.50
2020-03-31 13:42:00,72.1,1.969,0.016,7.39,287.00,9.91
2020-03-31 13:48:00,72.3,1.975,0.036,7.58,294.00,10.69
2020-03-31 13:54:00,72.3,2.018,0.026,8.75,289.00,10.69
2020-03-31 14:00:00,72.3,1.991,0.023,7.78,290.00,9.52
2020-03-31 14:06:00,72.5,2.037,0.023,6.80,296.00,9.52
2020-03-31 14:12:00,72.7,2.031,0.033,8.16,289.00,10.69
2020-03-31 14:18:00,73.4,2.037,0.026,8.94,289.00,10.89
2020-03-31 14:24:00,73.6,2.123,0.030,8.36,290.00,11.86
2020-03-31 14:30:00,73.9,2.116,0.030,8.16,293.00,11.47
2020-03-31 14:36:00,73.9,2.106,0.020,9.52,292.00,12.44
2020-03-31 14:42:00,74.7,2.142,0.023,8.94,296.00,11.47
2020-03-31 14:48:00,74.7,2.126,0.020,10.50,298.00,13.80
2020-03-31 14:54:00,74.5,2.162,0.020,10.11,296.00,12.05
2020-03-31 15:00:00,75.2,2.126,0.026,11.47,291.00,14.19
2020-03-31 15:06:00,78.1,2.201,0.016,9.52,302.00,13.61
2020-03-31 15:12:00,77.4,2.175,0.013,14.00,305.00,15.75
2020-03-31 15:18:00,78.8,2.215,0.020,13.02,305.00,16.33
2020-03-31 15:24:00,79.7,2.195,0.016,14.00,307.00,18.08
2020-03-31 15:30:00,80.4,2.185,0.023,13.80,306.00,18.08
2020-03-31 15:36:00,80.1,2.234,0.020,12.63,302.00,16.91
2020-03-31 15:42:00,80.2,2.224,0.033,14.77,307.00,18.27
2020-03-31 15:48:00,80.2,2.192,0.023,15.16,311.00,18.27
2020-03-31 15:54:00,79.9,2.257,0.023,12.05,313.00,18.66
2020-03-31 16:00:00,80.2,2.211,0.030,16.52,317.00,20.02
